package,severity,version,fixed_version,description,cve_id,source
"python3.7-minimal","MEDIUM","3.7.3-2+deb10u3","3.7.3-2+deb10u6","read_ints in plistlib.py in Python through 3.9.1 is vulnerable to a potential DoS attack via CPU and","CVE-2022-48564","tykio/tyk-gateway"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: mm/swapfile: skip HugeTLB pages ","CVE-2024-50199"
"python3.7-dev","MEDIUM","3.7.3-2+deb10u3","N/A","A defect was discovered in the Python “ssl” module where there is a memory race condition with the s","CVE-2024-0397","tykio/tyk-gateway"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: fbdev: efifb: Register sysfs gro","CVE-2024-49925"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: btrfs: do not clear page dirty i","CVE-2024-44972"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: ksmbd: fix reference count leak ","CVE-2022-49366"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: net: fix NULL pointer dereferenc","CVE-2025-22103"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: be2net: fix potential memory lea","CVE-2024-50167"
"openssl","HIGH","1.1.1d-0+deb10u4","1.1.1d-0+deb10u7","ASN.1 strings are represented internally within OpenSSL as an ASN1_STRING structure which contains a","CVE-2021-3712","tykio/tyk-dashboard"
"linux-libc-dev","HIGH","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: erofs: fix pcluster use-after-fr","CVE-2022-48674"
"linux-libc-dev","HIGH","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: tcp: fix mptcp DSS corruption du","CVE-2024-50083"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: drm/amdgpu: Skip do PCI error sl","CVE-2024-35931"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: media: i2c: ds90ub9x3: Fix extra","CVE-2024-58003"
"linux-libc-dev","MEDIUM","4.19.194-3","4.19.289-1","An issue was discovered in the Linux kernel before 6.3.3. There is an out-of-bounds read in crc16 in","CVE-2023-34256","tykio/tyk-gateway"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: HID: multitouch: Add NULL check ","CVE-2024-58020"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: netfs: Fix the (non-)cancellatio","CVE-2024-57941"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: drm/amdgpu: Fix potential null p","CVE-2023-52814"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: KVM: s390: fix setting of fpc re","CVE-2023-52597"
"linux-libc-dev","HIGH","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: mm: use aligned address in copy_","CVE-2024-51729"
"linux-libc-dev","HIGH","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: cachestat: fix page cache statis","CVE-2025-21691"
"curl","LOW","7.64.0-4+deb10u2","N/A","When libcurl is asked to perform automatic gzip decompression of content-encoded HTTP responses with","CVE-2025-0725","tykio/tyk-gateway"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: backlight: led_bl: Hold led_acce","CVE-2025-23144"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: net: restrict SO_REUSEPORT to in","CVE-2024-57903"
"linux-libc-dev","MEDIUM","4.19.194-3","4.19.208-1","hso_free_net_device in drivers/net/usb/hso.c in the Linux kernel through 5.13.4 calls unregister_net","CVE-2021-37159","tykio/tyk-gateway"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: fs/ntfs3: Fix a couple integer o","CVE-2025-22081"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: drm/ttm: Fix a NULL pointer dere","CVE-2023-53095"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: ext4: check stripe size compatib","CVE-2024-47700"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: serial: sc16is7xx: fix invalid F","CVE-2024-44950"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: net/smc: check iparea_offset and","CVE-2024-49571"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: net: libwx: handle page_pool_dev","CVE-2025-37755"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: scsi: hisi_sas: Set debugfs_dir ","CVE-2023-52808"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: btrfs: do not start relocation u","CVE-2022-48901"
"libsqlite3-0","HIGH","3.27.2-3+deb10u1","N/A","A vulnerability was found in SQLite SQLite3 up to 3.43.0 and classified as critical. This issue affe","CVE-2023-7104","tykio/tyk-gateway"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: net: dsa: mv88e6xxx: fix -ENOENT","CVE-2025-37865"
"linux-libc-dev","HIGH","4.19.194-3","4.19.316-1","In the Linux kernel, the following vulnerability has been resolved: USB: core: Fix deadlock in usb_d","CVE-2024-26934"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: soc: rockchip: Fix refcount leak","CVE-2022-49382"
"protobuf","HIGH","3.18.0","3.18.3, 3.19.5, 3.20.2, 4.21.6"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: media: vivid: fix buffer overwri","CVE-2024-50288"
"libc-dev-bin","MEDIUM","2.28-10","2.28-10+deb10u4","nscd: netgroup cache assumes NSS callback uses in-buffer strings The Name Service Cache Daemon's (ns","CVE-2024-33602","tykio/tyk-gateway"
"linux-libc-dev","MEDIUM","4.19.194-3","4.19.232-1","In the Linux kernel, the following vulnerability has been resolved: i2c: acpi: fix resource leak in ","CVE-2021-47425"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: iommu: Fix potential memory leak","CVE-2025-21770"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: crypto: qat - Fix ADF_DEV_RESET_","CVE-2024-39493"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: btrfs: skip reserved bytes warni","CVE-2022-48833"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: eth: bnxt: fix missing ring inde","CVE-2025-37873"
"linux-libc-dev","MEDIUM","4.19.194-3","4.19.304-1","In the Linux kernel, the following vulnerability has been resolved: ALSA: hda: Fix possible null-ptr","CVE-2023-52806"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: mctp i3c: handle NULL header add","CVE-2025-21903"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: PM: sleep: Fix possible deadlock","CVE-2023-52498"
"linux-libc-dev","LOW","4.19.194-3","N/A","An issue was discovered in the Linux kernel through 6.0.6. drivers/char/pcmcia/cm4040_cs.c has a rac","CVE-2022-44033","tykio/tyk-gateway"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: KVM: x86: nSVM: fix potential NU","CVE-2022-48793"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: scsi: fnic: Move flush_work init","CVE-2024-50025"
"libc-dev-bin","HIGH","2.28-10","2.28-10+deb10u3","The iconv() function in the GNU C Library versions 2.39 and older may overflow the output buffer pas","CVE-2024-2961","tykio/tyk-gateway"
"linux-libc-dev","MEDIUM","4.19.194-3","4.19.304-1","In the Linux kernel, the following vulnerability has been resolved: net: usb: smsc75xx: Fix uninit-v","CVE-2023-52528"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: mm: fix unexpected zeroed page m","CVE-2022-49052"
"linux-libc-dev","LOW","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: udf: refactor inode_bmap() to ha","CVE-2024-50211"
"libpcre3","LOW","2:8.39-12","N/A","Stack-based buffer overflow in the pcre32_copy_substring function in pcre_get.c in libpcre1 in PCRE ","CVE-2017-7245","tykio/tyk-gateway","tykio/tyk-dashboard"
"linux-libc-dev","HIGH","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: io_uring/io-wq: Use set_bit() an","CVE-2024-39508"
"linux-libc-dev","MEDIUM","4.19.194-3","4.19.249-2","Incomplete cleanup of multi-core shared buffers for some Intel(R) Processors may allow an authentica","CVE-2022-21123","tykio/tyk-gateway"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: sctp: clear out_curr if all frag","CVE-2022-49838"
"linux-libc-dev","LOW","4.19.194-3","N/A","drivers/gpu/drm/amd/amdkfd/kfd_interrupt.c in the Linux kernel 5.2.14 does not check the alloc_workq","CVE-2019-16229","tykio/tyk-gateway"
"tzdata","UNKNOWN","2020e-0+deb10u1","2024a-0+deb10u1","N/A","DLA-3788-1","tykio/tyk-dashboard"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","A flaw was found within the handling of SMB2_READ commands in the kernel ksmbd module. The issue res","CVE-2023-39180","tykio/tyk-gateway"
"linux-libc-dev","HIGH","4.19.194-3","4.19.260-1","In emulation_proc_handler of armv8_deprecated.c, there is a possible way to corrupt memory due to a ","CVE-2022-20422"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: RDMA/mlx5: Fix memory leak in er","CVE-2022-49206"
"linux-libc-dev","HIGH","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: bpf: Add the missing BPF_LINK_TY","CVE-2024-50123"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: ALSA: oss: Fix PCM OSS buffer al","CVE-2022-49292"
"linux-libc-dev","MEDIUM","4.19.194-3","4.19.249-2","Incomplete cleanup in specific special register write operations for some Intel(R) Processors may al","CVE-2022-21166","tykio/tyk-gateway"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: iommu/tegra241-cmdqv: Fix alignm","CVE-2024-53225"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: wifi: cfg80211: restrict NL80211","CVE-2024-42114"
"linux-libc-dev","HIGH","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: drm/amdkfd: amdkfd_free_gtt_mem ","CVE-2024-49991"
"linux-libc-dev","HIGH","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: gfs2: Fix potential glock use-af","CVE-2024-38570"
"libldap-2.4-2","HIGH","2.4.47+dfsg-3+deb10u4","2.4.47+dfsg-3+deb10u5","A flaw was discovered in OpenLDAP before 2.4.57 leading to an assertion failure in slapd in the sasl","CVE-2020-36222","tykio/tyk-dashboard"
"gpg","LOW","2.2.12-1+deb10u1","N/A","GnuPG can be made to spin on a relatively small input by (for example) crafting a public key with th","CVE-2022-3219","tykio/tyk-gateway"
"python3.7-dev","CRITICAL","3.7.3-2+deb10u3","3.7.3-2+deb10u4","The Keccak XKCP SHA-3 reference implementation before fdc6fef has an integer overflow and resultant ","CVE-2022-37454","tykio/tyk-gateway"
"linux-libc-dev","MEDIUM","4.19.194-3","4.19.249-1","An issue was discovered in the Linux kernel through 5.16-rc6. netvsc_get_ethtool_stats in drivers/ne","CVE-2022-3107","tykio/tyk-gateway"
"linux-libc-dev","MEDIUM","4.19.194-3","4.19.208-1","In the Linux kernel, the following vulnerability has been resolved: dm btree remove: assign new_root","CVE-2021-47343"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: btrfs: don't BUG_ON on ENOMEM fr","CVE-2024-46841"
"libc6","HIGH","2.28-10","2.28-10+deb10u3","The iconv() function in the GNU C Library versions 2.39 and older may overflow the output buffer pas","CVE-2024-2961","tykio/tyk-gateway","tykio/tyk-dashboard"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: HID: intel-ish-hid: ipc: Fix pot","CVE-2023-53039"
"libc6-dev","CRITICAL","2.28-10","2.28-10+deb10u2","The mq_notify function in the GNU C Library (aka glibc) versions 2.32 and 2.33 has a use-after-free.","CVE-2021-33574","tykio/tyk-gateway"
"linux-libc-dev","HIGH","4.19.194-3","4.19.316-1","In the Linux kernel, the following vulnerability has been resolved: tipc: fix UAF in error path Sam ","CVE-2024-36886"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: scsi: qedi: Fix a possible memor","CVE-2024-56747"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: ibmvnic: Free rwi on reset succe","CVE-2022-49906"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: netfilter: nf_tables: double hoo","CVE-2022-49558"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: fork: do not invoke uffd on fork","CVE-2024-50220"
"linux-libc-dev","HIGH","4.19.194-3","4.19.316-1","In the Linux kernel, the following vulnerability has been resolved: net: openvswitch: Fix Use-After-","CVE-2024-27395"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: gpio/rockchip: fix refcount leak","CVE-2022-48965"
"linux-libc-dev","MEDIUM","4.19.194-3","4.19.249-1","Dm-verity is used for extending root-of-trust to root filesystems. LoadPin builds on this property t","CVE-2022-2503","tykio/tyk-gateway"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: cipso: Fix data-races around sys","CVE-2022-49639"
"linux-libc-dev","HIGH","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: Bluetooth: hci_sync: Fix queuing","CVE-2022-49136"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: iommu/vt-d: Avoid use of NULL af","CVE-2025-21833"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: wifi: cfg80211: tests: Fix poten","CVE-2024-58064"
"linux-libc-dev","HIGH","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: net: inet6: do not leave a dangl","CVE-2024-56600"
"linux-libc-dev","HIGH","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: ext4: fix timer use-after-free o","CVE-2024-49960"
"linux-libc-dev","HIGH","4.19.194-3","4.19.232-1","In the Linux kernel, the following vulnerability has been resolved: iio: mma8452: Fix trigger refere","CVE-2021-47500"
"linux-libc-dev","MEDIUM","4.19.194-3","4.19.316-1","In the Linux kernel, the following vulnerability has been resolved: fbdev: savage: Error out if pixc","CVE-2024-26778"
"linux-libc-dev","HIGH","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: smb: client: fix UAF in async de","CVE-2024-50047"
